,datetime,y,client,close,price_am,price_pm,year,month,day,Weekday,holidays
410,2011-08-15,19,0,0,0,0,2011,8,15,Monday,0
411,2011-08-16,17,0,0,0,0,2011,8,16,Tuesday,0
412,2011-08-17,5,0,0,0,0,2011,8,17,Wednesday,0
413,2011-08-18,11,0,0,0,0,2011,8,18,Thursday,0
414,2011-08-19,16,0,0,0,0,2011,8,19,Friday,0
415,2011-08-20,16,0,0,1,1,2011,8,20,Saturday,0
416,2011-08-21,13,0,0,1,0,2011,8,21,Sunday,0
417,2011-08-22,13,0,0,0,0,2011,8,22,Monday,0
418,2011-08-23,13,0,0,0,0,2011,8,23,Tuesday,0
419,2011-08-24,8,0,0,0,0,2011,8,24,Wednesday,0
420,2011-08-25,9,0,0,0,0,2011,8,25,Thursday,0
421,2011-08-26,22,0,0,0,0,2011,8,26,Friday,0
422,2011-08-27,23,0,0,1,1,2011,8,27,Saturday,0
423,2011-08-28,25,0,0,1,1,2011,8,28,Sunday,0
424,2011-08-29,24,0,0,0,0,2011,8,29,Monday,0
425,2011-08-30,21,0,0,0,0,2011,8,30,Tuesday,0
426,2011-08-31,21,0,0,1,1,2011,8,31,Wednesday,0
427,2011-09-01,14,0,0,1,1,2011,9,1,Thursday,0
428,2011-09-02,6,0,0,1,1,2011,9,2,Friday,0
429,2011-09-03,14,0,0,2,1,2011,9,3,Saturday,0
430,2011-09-04,11,0,0,1,1,2011,9,4,Sunday,0
431,2011-09-05,9,0,0,0,0,2011,9,5,Monday,0
432,2011-09-06,10,0,0,0,0,2011,9,6,Tuesday,0
433,2011-09-07,6,0,0,0,0,2011,9,7,Wednesday,0
434,2011-09-08,10,0,0,0,0,2011,9,8,Thursday,0
435,2011-09-09,7,0,0,0,0,2011,9,9,Friday,0
436,2011-09-10,15,0,0,1,1,2011,9,10,Saturday,0
437,2011-09-11,13,0,0,1,0,2011,9,11,Sunday,0
438,2011-09-12,14,0,0,0,0,2011,9,12,Monday,0
439,2011-09-13,16,0,0,0,0,2011,9,13,Tuesday,0
440,2011-09-14,10,0,0,0,0,2011,9,14,Wednesday,0
441,2011-09-15,11,0,0,0,0,2011,9,15,Thursday,0
442,2011-09-16,14,0,0,0,0,2011,9,16,Friday,0
443,2011-09-17,21,0,0,2,1,2011,9,17,Saturday,0
444,2011-09-18,19,0,0,2,2,2011,9,18,Sunday,0
445,2011-09-19,18,0,0,1,1,2011,9,19,Monday,1
446,2011-09-20,21,0,0,0,0,2011,9,20,Tuesday,0
447,2011-09-21,12,0,0,0,0,2011,9,21,Wednesday,0
448,2011-09-22,24,0,0,0,0,2011,9,22,Thursday,0
449,2011-09-23,36,0,0,1,1,2011,9,23,Friday,1
450,2011-09-24,47,0,0,2,2,2011,9,24,Saturday,0
451,2011-09-25,26,0,0,2,2,2011,9,25,Sunday,0
452,2011-09-26,21,0,0,1,1,2011,9,26,Monday,0
453,2011-09-27,19,0,0,1,1,2011,9,27,Tuesday,0
454,2011-09-28,24,0,0,1,1,2011,9,28,Wednesday,0
455,2011-09-29,26,0,0,1,1,2011,9,29,Thursday,0
456,2011-09-30,29,0,0,1,1,2011,9,30,Friday,0
457,2011-10-01,26,0,0,2,1,2011,10,1,Saturday,0
458,2011-10-02,27,0,0,1,1,2011,10,2,Sunday,0
459,2011-10-03,20,0,0,1,-1,2011,10,3,Monday,0
460,2011-10-04,14,0,0,0,0,2011,10,4,Tuesday,0
461,2011-10-05,16,0,0,0,0,2011,10,5,Wednesday,0
462,2011-10-06,15,0,0,0,0,2011,10,6,Thursday,0
463,2011-10-07,15,0,0,0,0,2011,10,7,Friday,0
464,2011-10-08,21,0,0,2,1,2011,10,8,Saturday,0
465,2011-10-09,21,0,0,2,1,2011,10,9,Sunday,0
466,2011-10-10,17,0,0,1,0,2011,10,10,Monday,1
467,2011-10-11,9,0,0,0,0,2011,10,11,Tuesday,0
468,2011-10-12,10,0,0,0,0,2011,10,12,Wednesday,0
469,2011-10-13,14,0,0,0,0,2011,10,13,Thursday,0
470,2011-10-14,14,0,0,0,0,2011,10,14,Friday,0
471,2011-10-15,22,0,0,1,1,2011,10,15,Saturday,0
472,2011-10-16,24,0,0,1,0,2011,10,16,Sunday,0
473,2011-10-17,18,0,0,0,0,2011,10,17,Monday,0
474,2011-10-18,13,0,0,0,0,2011,10,18,Tuesday,0
475,2011-10-19,7,0,0,0,0,2011,10,19,Wednesday,0
476,2011-10-20,13,0,0,0,0,2011,10,20,Thursday,0
477,2011-10-21,18,0,0,0,0,2011,10,21,Friday,0
478,2011-10-22,17,0,0,1,1,2011,10,22,Saturday,0
479,2011-10-23,21,0,0,1,1,2011,10,23,Sunday,0
480,2011-10-24,14,0,0,0,0,2011,10,24,Monday,0
481,2011-10-25,17,0,0,0,0,2011,10,25,Tuesday,0
482,2011-10-26,23,0,0,0,0,2011,10,26,Wednesday,0
483,2011-10-27,24,0,0,0,0,2011,10,27,Thursday,0
484,2011-10-28,25,0,0,1,1,2011,10,28,Friday,0
485,2011-10-29,35,0,0,2,2,2011,10,29,Saturday,0
486,2011-10-30,22,0,0,2,1,2011,10,30,Sunday,0
487,2011-10-31,27,0,0,1,1,2011,10,31,Monday,0
488,2011-11-01,21,0,0,1,1,2011,11,1,Tuesday,0
489,2011-11-02,21,0,0,1,0,2011,11,2,Wednesday,0
490,2011-11-03,22,0,0,2,1,2011,11,3,Thursday,1
491,2011-11-04,22,0,0,1,1,2011,11,4,Friday,0
492,2011-11-05,28,0,0,1,0,2011,11,5,Saturday,0
493,2011-11-06,10,0,0,1,0,2011,11,6,Sunday,0
494,2011-11-07,14,0,0,0,0,2011,11,7,Monday,0
495,2011-11-08,17,0,0,0,0,2011,11,8,Tuesday,0
496,2011-11-09,11,0,0,0,0,2011,11,9,Wednesday,0
497,2011-11-10,12,0,0,0,0,2011,11,10,Thursday,0
498,2011-11-11,25,0,0,0,0,2011,11,11,Friday,0
499,2011-11-12,27,0,0,1,1,2011,11,12,Saturday,0
500,2011-11-13,21,0,0,0,0,2011,11,13,Sunday,0
501,2011-11-14,13,0,0,0,0,2011,11,14,Monday,0
502,2011-11-15,11,0,0,0,0,2011,11,15,Tuesday,0
503,2011-11-16,19,0,0,0,0,2011,11,16,Wednesday,0
504,2011-11-17,11,0,0,0,0,2011,11,17,Thursday,0
505,2011-11-18,11,0,0,0,0,2011,11,18,Friday,0
506,2011-11-19,15,0,0,1,1,2011,11,19,Saturday,0
507,2011-11-20,29,0,0,1,0,2011,11,20,Sunday,0
508,2011-11-21,18,0,0,0,0,2011,11,21,Monday,0
509,2011-11-22,14,0,0,0,0,2011,11,22,Tuesday,0
510,2011-11-23,12,0,0,0,0,2011,11,23,Wednesday,1
511,2011-11-24,21,0,0,0,0,2011,11,24,Thursday,0
512,2011-11-25,30,0,0,1,1,2011,11,25,Friday,0
513,2011-11-26,31,0,0,2,1,2011,11,26,Saturday,0
514,2011-11-27,32,0,0,1,1,2011,11,27,Sunday,0
515,2011-11-28,27,0,0,0,0,2011,11,28,Monday,0
516,2011-11-29,20,0,0,0,0,2011,11,29,Tuesday,0
517,2011-11-30,20,0,0,1,1,2011,11,30,Wednesday,0
518,2011-12-01,15,0,0,1,1,2011,12,1,Thursday,0
519,2011-12-02,17,0,0,1,1,2011,12,2,Friday,0
520,2011-12-03,32,0,0,2,1,2011,12,3,Saturday,0
521,2011-12-04,17,0,0,1,1,2011,12,4,Sunday,0
522,2011-12-05,11,0,0,0,0,2011,12,5,Monday,0
523,2011-12-06,12,0,0,0,0,2011,12,6,Tuesday,0
524,2011-12-07,13,0,0,0,0,2011,12,7,Wednesday,0
525,2011-12-08,8,0,0,0,0,2011,12,8,Thursday,0
526,2011-12-09,14,0,0,0,0,2011,12,9,Friday,0
527,2011-12-10,31,0,0,1,1,2011,12,10,Saturday,0
528,2011-12-11,22,0,0,1,1,2011,12,11,Sunday,0
529,2011-12-12,19,0,0,0,0,2011,12,12,Monday,0
530,2011-12-13,14,0,0,0,0,2011,12,13,Tuesday,0
531,2011-12-14,15,0,0,0,0,2011,12,14,Wednesday,0
532,2011-12-15,17,0,0,0,0,2011,12,15,Thursday,0
533,2011-12-16,25,0,0,0,0,2011,12,16,Friday,0
534,2011-12-17,35,0,0,1,1,2011,12,17,Saturday,0
535,2011-12-18,30,0,0,1,1,2011,12,18,Sunday,0
536,2011-12-19,30,0,0,1,0,2011,12,19,Monday,0
537,2011-12-20,30,0,0,0,0,2011,12,20,Tuesday,0
538,2011-12-21,28,0,0,0,0,2011,12,21,Wednesday,0
539,2011-12-22,32,0,0,1,1,2011,12,22,Thursday,0
540,2011-12-23,36,0,0,2,1,2011,12,23,Friday,1
541,2011-12-24,30,0,0,2,2,2011,12,24,Saturday,0
542,2011-12-25,22,0,0,1,1,2011,12,25,Sunday,0
543,2011-12-26,31,0,0,1,0,2011,12,26,Monday,0
544,2011-12-27,30,0,0,1,0,2011,12,27,Tuesday,0
545,2011-12-28,23,0,0,1,0,2011,12,28,Wednesday,0
546,2011-12-29,26,0,0,1,0,2011,12,29,Thursday,0
547,2011-12-30,15,0,0,1,3,2011,12,30,Friday,0
548,2011-12-31,0,0,1,-1,-1,2011,12,31,Saturday,0
549,2012-01-01,0,0,1,-1,-1,2012,1,1,Sunday,1
550,2012-01-02,0,0,1,-1,-1,2012,1,2,Monday,1
551,2012-01-03,0,0,1,-1,-1,2012,1,3,Tuesday,0
552,2012-01-04,12,0,0,0,0,2012,1,4,Wednesday,0
553,2012-01-05,9,0,0,0,0,2012,1,5,Thursday,0
554,2012-01-06,8,0,0,0,0,2012,1,6,Friday,0
555,2012-01-07,29,0,0,0,0,2012,1,7,Saturday,0
556,2012-01-08,23,0,0,0,0,2012,1,8,Sunday,0
557,2012-01-09,9,0,0,0,0,2012,1,9,Monday,1
558,2012-01-10,10,0,0,0,0,2012,1,10,Tuesday,0
559,2012-01-11,10,0,0,0,0,2012,1,11,Wednesday,0
560,2012-01-12,7,0,0,0,0,2012,1,12,Thursday,0
561,2012-01-13,9,0,0,0,0,2012,1,13,Friday,0
562,2012-01-14,24,0,0,0,1,2012,1,14,Saturday,0
563,2012-01-15,21,0,0,0,0,2012,1,15,Sunday,0
564,2012-01-16,18,0,0,0,0,2012,1,16,Monday,0
565,2012-01-17,18,0,0,0,0,2012,1,17,Tuesday,0
566,2012-01-18,17,0,0,0,0,2012,1,18,Wednesday,0
567,2012-01-19,13,0,0,0,0,2012,1,19,Thursday,0
568,2012-01-20,18,0,0,0,0,2012,1,20,Friday,0
569,2012-01-21,30,0,0,1,0,2012,1,21,Saturday,0
570,2012-01-22,28,0,0,1,0,2012,1,22,Sunday,0
571,2012-01-23,18,0,0,0,0,2012,1,23,Monday,0
572,2012-01-24,17,0,0,0,0,2012,1,24,Tuesday,0
573,2012-01-25,20,0,0,0,0,2012,1,25,Wednesday,0
574,2012-01-26,16,0,0,0,0,2012,1,26,Thursday,0
575,2012-01-27,30,0,0,1,1,2012,1,27,Friday,0
576,2012-01-28,32,0,0,2,1,2012,1,28,Saturday,0
577,2012-01-29,26,0,0,2,1,2012,1,29,Sunday,0
578,2012-01-30,33,0,0,1,0,2012,1,30,Monday,0
579,2012-01-31,29,0,0,1,1,2012,1,31,Tuesday,0
580,2012-02-01,27,0,0,1,1,2012,2,1,Wednesday,0
581,2012-02-02,17,0,0,1,0,2012,2,2,Thursday,0
582,2012-02-03,19,0,0,0,0,2012,2,3,Friday,0
583,2012-02-04,33,0,0,2,1,2012,2,4,Saturday,0
584,2012-02-05,19,0,0,1,1,2012,2,5,Sunday,0
585,2012-02-06,23,0,0,0,0,2012,2,6,Monday,0
586,2012-02-07,18,0,0,0,0,2012,2,7,Tuesday,0
587,2012-02-08,22,0,0,0,0,2012,2,8,Wednesday,0
588,2012-02-09,14,0,0,0,0,2012,2,9,Thursday,0
589,2012-02-10,25,0,0,0,0,2012,2,10,Friday,0
590,2012-02-11,36,0,0,1,1,2012,2,11,Saturday,1
591,2012-02-12,22,0,0,1,0,2012,2,12,Sunday,0
592,2012-02-13,23,0,0,0,0,2012,2,13,Monday,0
593,2012-02-14,18,0,0,0,0,2012,2,14,Tuesday,0
594,2012-02-15,23,0,0,0,0,2012,2,15,Wednesday,0
595,2012-02-16,22,0,0,0,0,2012,2,16,Thursday,0
596,2012-02-17,25,0,0,0,0,2012,2,17,Friday,0
597,2012-02-18,33,0,0,2,1,2012,2,18,Saturday,0
598,2012-02-19,31,0,0,1,1,2012,2,19,Sunday,0
599,2012-02-20,26,0,0,1,0,2012,2,20,Monday,0
600,2012-02-21,24,0,0,0,0,2012,2,21,Tuesday,0
601,2012-02-22,32,0,0,0,0,2012,2,22,Wednesday,0
602,2012-02-23,29,0,0,1,0,2012,2,23,Thursday,0
603,2012-02-24,43,0,0,1,1,2012,2,24,Friday,0
604,2012-02-25,49,0,0,3,2,2012,2,25,Saturday,0
605,2012-02-26,47,0,0,2,1,2012,2,26,Sunday,0
606,2012-02-27,41,0,0,1,1,2012,2,27,Monday,0
607,2012-02-28,40,0,0,1,1,2012,2,28,Tuesday,0
608,2012-02-29,39,0,0,2,1,2012,2,29,Wednesday,0
609,2012-03-01,36,0,0,1,1,2012,3,1,Thursday,0
610,2012-03-02,45,0,0,1,1,2012,3,2,Friday,0
611,2012-03-03,37,0,0,2,1,2012,3,3,Saturday,0
612,2012-03-04,30,0,0,1,1,2012,3,4,Sunday,0
613,2012-03-05,29,0,0,0,0,2012,3,5,Monday,0
614,2012-03-06,30,0,0,0,0,2012,3,6,Tuesday,0
615,2012-03-07,38,0,0,0,0,2012,3,7,Wednesday,0
616,2012-03-08,32,0,0,0,0,2012,3,8,Thursday,0
617,2012-03-09,33,0,0,0,0,2012,3,9,Friday,0
618,2012-03-10,30,0,0,2,1,2012,3,10,Saturday,0
619,2012-03-11,28,0,0,1,1,2012,3,11,Sunday,0
620,2012-03-12,31,0,0,0,0,2012,3,12,Monday,0
621,2012-03-13,35,0,0,0,0,2012,3,13,Tuesday,0
622,2012-03-14,30,0,0,1,0,2012,3,14,Wednesday,0
623,2012-03-15,36,0,0,1,1,2012,3,15,Thursday,0
624,2012-03-16,50,0,0,2,2,2012,3,16,Friday,0
625,2012-03-17,58,0,0,3,3,2012,3,17,Saturday,0
626,2012-03-18,45,0,0,3,2,2012,3,18,Sunday,0
627,2012-03-19,48,0,0,2,2,2012,3,19,Monday,0
628,2012-03-20,51,0,0,3,2,2012,3,20,Tuesday,1
629,2012-03-21,60,0,0,2,2,2012,3,21,Wednesday,0
630,2012-03-22,49,0,0,3,2,2012,3,22,Thursday,0
631,2012-03-23,47,0,0,4,3,2012,3,23,Friday,0
632,2012-03-24,55,0,0,5,4,2012,3,24,Saturday,0
633,2012-03-25,49,0,0,4,5,2012,3,25,Sunday,0
634,2012-03-26,69,0,0,3,2,2012,3,26,Monday,0
635,2012-03-27,88,0,0,3,2,2012,3,27,Tuesday,0
636,2012-03-28,66,0,0,2,2,2012,3,28,Wednesday,0
637,2012-03-29,63,0,0,4,2,2012,3,29,Thursday,0
638,2012-03-30,69,0,0,4,4,2012,3,30,Friday,0
639,2012-03-31,63,0,0,5,5,2012,3,31,Saturday,0
640,2012-04-01,36,0,0,5,4,2012,4,1,Sunday,0
641,2012-04-02,45,0,0,2,3,2012,4,2,Monday,0
642,2012-04-03,36,0,0,2,1,2012,4,3,Tuesday,0
643,2012-04-04,32,0,0,1,1,2012,4,4,Wednesday,0
644,2012-04-05,43,0,0,1,0,2012,4,5,Thursday,0
645,2012-04-06,36,0,0,0,0,2012,4,6,Friday,0
646,2012-04-07,39,0,0,4,3,2012,4,7,Saturday,0
647,2012-04-08,33,0,0,2,2,2012,4,8,Sunday,0
648,2012-04-09,33,0,0,0,0,2012,4,9,Monday,0
649,2012-04-10,32,0,0,0,0,2012,4,10,Tuesday,0
650,2012-04-11,20,0,0,0,0,2012,4,11,Wednesday,0
651,2012-04-12,25,0,0,0,0,2012,4,12,Thursday,0
652,2012-04-13,34,0,0,0,0,2012,4,13,Friday,0
653,2012-04-14,43,0,0,2,2,2012,4,14,Saturday,0
654,2012-04-15,40,0,0,1,2,2012,4,15,Sunday,0
655,2012-04-16,27,0,0,0,0,2012,4,16,Monday,0
656,2012-04-17,21,0,0,0,0,2012,4,17,Tuesday,0
657,2012-04-18,21,0,0,0,0,2012,4,18,Wednesday,0
658,2012-04-19,21,0,0,0,0,2012,4,19,Thursday,0
659,2012-04-20,25,0,0,0,0,2012,4,20,Friday,0
660,2012-04-21,29,0,0,2,2,2012,4,21,Saturday,0
661,2012-04-22,28,0,0,1,1,2012,4,22,Sunday,0
662,2012-04-23,32,0,0,1,0,2012,4,23,Monday,0
663,2012-04-24,27,0,0,0,0,2012,4,24,Tuesday,0
664,2012-04-25,35,0,0,0,0,2012,4,25,Wednesday,0
665,2012-04-26,29,0,0,0,0,2012,4,26,Thursday,0
666,2012-04-27,32,0,0,1,1,2012,4,27,Friday,0
667,2012-04-28,43,0,0,2,2,2012,4,28,Saturday,0
668,2012-04-29,54,0,0,3,2,2012,4,29,Sunday,1
669,2012-04-30,39,0,0,2,1,2012,4,30,Monday,1
670,2012-05-01,31,0,0,0,0,2012,5,1,Tuesday,0
671,2012-05-02,30,0,0,0,0,2012,5,2,Wednesday,0
672,2012-05-03,27,0,0,1,1,2012,5,3,Thursday,1
673,2012-05-04,27,0,0,2,2,2012,5,4,Friday,1
674,2012-05-05,16,0,0,1,0,2012,5,5,Saturday,1
675,2012-05-06,12,0,0,0,0,2012,5,6,Sunday,0
676,2012-05-07,21,0,0,0,0,2012,5,7,Monday,0
677,2012-05-08,22,0,0,0,0,2012,5,8,Tuesday,0
678,2012-05-09,19,0,0,0,0,2012,5,9,Wednesday,0
679,2012-05-10,16,0,0,0,0,2012,5,10,Thursday,0
680,2012-05-11,19,0,0,0,0,2012,5,11,Friday,0
681,2012-05-12,32,0,0,1,1,2012,5,12,Saturday,0
682,2012-05-13,26,0,0,1,0,2012,5,13,Sunday,0
683,2012-05-14,22,0,0,0,0,2012,5,14,Monday,0
684,2012-05-15,21,0,0,0,0,2012,5,15,Tuesday,0
685,2012-05-16,11,0,0,0,0,2012,5,16,Wednesday,0
686,2012-05-17,14,0,0,0,0,2012,5,17,Thursday,0
687,2012-05-18,19,0,0,0,0,2012,5,18,Friday,0
688,2012-05-19,33,0,0,1,1,2012,5,19,Saturday,0
689,2012-05-20,25,0,0,1,0,2012,5,20,Sunday,0
690,2012-05-21,15,0,0,0,0,2012,5,21,Monday,0
691,2012-05-22,21,0,0,0,0,2012,5,22,Tuesday,0
692,2012-05-23,19,0,0,0,0,2012,5,23,Wednesday,0
693,2012-05-24,23,0,0,0,0,2012,5,24,Thursday,0
694,2012-05-25,32,0,0,1,0,2012,5,25,Friday,0
695,2012-05-26,39,0,0,2,1,2012,5,26,Saturday,0
696,2012-05-27,32,0,0,1,1,2012,5,27,Sunday,0
697,2012-05-28,30,0,0,1,0,2012,5,28,Monday,0
698,2012-05-29,33,0,0,0,0,2012,5,29,Tuesday,0
699,2012-05-30,27,0,0,1,0,2012,5,30,Wednesday,0
700,2012-05-31,35,0,0,1,1,2012,5,31,Thursday,0
701,2012-06-01,30,0,0,0,0,2012,6,1,Friday,0
702,2012-06-02,36,0,0,1,1,2012,6,2,Saturday,0
703,2012-06-03,28,0,0,1,1,2012,6,3,Sunday,0
704,2012-06-04,22,0,0,0,0,2012,6,4,Monday,0
705,2012-06-05,23,0,0,0,0,2012,6,5,Tuesday,0
706,2012-06-06,13,0,0,0,0,2012,6,6,Wednesday,0
707,2012-06-07,13,0,0,0,0,2012,6,7,Thursday,0
708,2012-06-08,12,0,0,0,0,2012,6,8,Friday,0
709,2012-06-09,38,0,0,1,1,2012,6,9,Saturday,0
710,2012-06-10,17,0,0,1,0,2012,6,10,Sunday,0
711,2012-06-11,22,0,0,0,0,2012,6,11,Monday,0
712,2012-06-12,12,0,0,0,0,2012,6,12,Tuesday,0
713,2012-06-13,22,0,0,0,0,2012,6,13,Wednesday,0
714,2012-06-14,20,0,0,0,0,2012,6,14,Thursday,0
715,2012-06-15,20,0,0,0,0,2012,6,15,Friday,0
716,2012-06-16,42,0,0,1,1,2012,6,16,Saturday,0
717,2012-06-17,22,0,0,1,0,2012,6,17,Sunday,0
718,2012-06-18,23,0,0,0,0,2012,6,18,Monday,0
719,2012-06-19,19,0,0,0,0,2012,6,19,Tuesday,0
720,2012-06-20,21,0,0,0,0,2012,6,20,Wednesday,0
721,2012-06-21,20,0,0,0,0,2012,6,21,Thursday,0
722,2012-06-22,32,0,0,0,0,2012,6,22,Friday,0
723,2012-06-23,38,0,0,2,1,2012,6,23,Saturday,0
724,2012-06-24,34,0,0,1,1,2012,6,24,Sunday,0
725,2012-06-25,31,0,0,0,0,2012,6,25,Monday,0
726,2012-06-26,33,0,0,1,0,2012,6,26,Tuesday,0
727,2012-06-27,31,0,0,0,0,2012,6,27,Wednesday,0
728,2012-06-28,42,0,0,1,0,2012,6,28,Thursday,0
729,2012-06-29,52,0,0,1,1,2012,6,29,Friday,0
730,2012-06-30,55,0,0,2,2,2012,6,30,Saturday,0
731,2012-07-01,45,0,0,2,1,2012,7,1,Sunday,0
732,2012-07-02,31,0,0,1,1,2012,7,2,Monday,0
733,2012-07-03,12,0,0,1,0,2012,7,3,Tuesday,0
734,2012-07-04,19,0,0,0,0,2012,7,4,Wednesday,0
735,2012-07-05,16,0,0,0,0,2012,7,5,Thursday,0
736,2012-07-06,23,0,0,0,0,2012,7,6,Friday,0
737,2012-07-07,34,0,0,1,1,2012,7,7,Saturday,0
738,2012-07-08,20,0,0,1,1,2012,7,8,Sunday,0
739,2012-07-09,17,0,0,0,0,2012,7,9,Monday,0
740,2012-07-10,9,0,0,0,0,2012,7,10,Tuesday,0
741,2012-07-11,21,0,0,0,0,2012,7,11,Wednesday,0
742,2012-07-12,21,0,0,0,0,2012,7,12,Thursday,0
743,2012-07-13,23,0,0,0,0,2012,7,13,Friday,0
744,2012-07-14,38,0,0,2,1,2012,7,14,Saturday,0
745,2012-07-15,38,0,0,2,1,2012,7,15,Sunday,0
746,2012-07-16,25,0,0,1,0,2012,7,16,Monday,1
747,2012-07-17,24,0,0,0,0,2012,7,17,Tuesday,0
748,2012-07-18,11,0,0,0,0,2012,7,18,Wednesday,0
749,2012-07-19,19,0,0,0,0,2012,7,19,Thursday,0
750,2012-07-20,24,0,0,0,0,2012,7,20,Friday,0
751,2012-07-21,37,0,0,1,1,2012,7,21,Saturday,0
752,2012-07-22,23,0,0,1,1,2012,7,22,Sunday,0
753,2012-07-23,27,0,0,0,0,2012,7,23,Monday,0
754,2012-07-24,31,0,0,1,0,2012,7,24,Tuesday,0
755,2012-07-25,17,0,0,0,0,2012,7,25,Wednesday,0
756,2012-07-26,22,0,0,0,0,2012,7,26,Thursday,0
757,2012-07-27,25,0,0,1,1,2012,7,27,Friday,0
758,2012-07-28,48,0,0,3,2,2012,7,28,Saturday,0
759,2012-07-29,43,0,0,2,1,2012,7,29,Sunday,0
760,2012-07-30,31,0,0,1,1,2012,7,30,Monday,0
761,2012-07-31,42,0,0,1,1,2012,7,31,Tuesday,0
762,2012-08-01,41,0,0,0,0,2012,8,1,Wednesday,0
763,2012-08-02,30,0,0,0,0,2012,8,2,Thursday,0
764,2012-08-03,29,0,0,0,0,2012,8,3,Friday,0
765,2012-08-04,31,0,0,1,1,2012,8,4,Saturday,0
766,2012-08-05,34,0,0,1,1,2012,8,5,Sunday,0
767,2012-08-06,21,0,0,0,0,2012,8,6,Monday,0
768,2012-08-07,21,0,0,0,0,2012,8,7,Tuesday,0
769,2012-08-08,22,0,0,0,0,2012,8,8,Wednesday,0
770,2012-08-09,12,0,0,0,0,2012,8,9,Thursday,0
771,2012-08-10,25,0,0,0,0,2012,8,10,Friday,0
772,2012-08-11,29,0,0,1,1,2012,8,11,Saturday,0
773,2012-08-12,14,0,0,0,0,2012,8,12,Sunday,0
774,2012-08-13,29,0,0,0,0,2012,8,13,Monday,0
775,2012-08-14,23,0,0,0,0,2012,8,14,Tuesday,0
776,2012-08-15,19,0,0,0,0,2012,8,15,Wednesday,0
777,2012-08-16,16,0,0,0,0,2012,8,16,Thursday,0
778,2012-08-17,29,0,0,0,0,2012,8,17,Friday,0
779,2012-08-18,22,0,0,1,1,2012,8,18,Saturday,0
780,2012-08-19,23,0,0,1,0,2012,8,19,Sunday,0
781,2012-08-20,25,0,0,0,0,2012,8,20,Monday,0
782,2012-08-21,19,0,0,0,0,2012,8,21,Tuesday,0
783,2012-08-22,21,0,0,0,0,2012,8,22,Wednesday,0
784,2012-08-23,26,0,0,0,0,2012,8,23,Thursday,0
785,2012-08-24,23,0,0,1,0,2012,8,24,Friday,0
786,2012-08-25,31,0,0,2,1,2012,8,25,Saturday,0
787,2012-08-26,37,0,0,1,1,2012,8,26,Sunday,0
788,2012-08-27,36,0,0,0,0,2012,8,27,Monday,0
789,2012-08-28,27,0,0,1,1,2012,8,28,Tuesday,0
790,2012-08-29,30,0,0,0,0,2012,8,29,Wednesday,0
791,2012-08-30,38,0,0,1,0,2012,8,30,Thursday,0
792,2012-08-31,28,0,0,1,1,2012,8,31,Friday,0
793,2012-09-01,44,0,0,2,1,2012,9,1,Saturday,0
794,2012-09-02,40,0,0,1,1,2012,9,2,Sunday,0
795,2012-09-03,35,0,0,1,0,2012,9,3,Monday,0
796,2012-09-04,13,0,0,0,0,2012,9,4,Tuesday,0
797,2012-09-05,15,0,0,0,0,2012,9,5,Wednesday,0
798,2012-09-06,19,0,0,0,0,2012,9,6,Thursday,0
799,2012-09-07,23,0,0,0,0,2012,9,7,Friday,0
800,2012-09-08,18,0,0,1,1,2012,9,8,Saturday,0
801,2012-09-09,33,0,0,1,1,2012,9,9,Sunday,0
802,2012-09-10,28,0,0,0,0,2012,9,10,Monday,0
803,2012-09-11,22,0,0,0,0,2012,9,11,Tuesday,0
804,2012-09-12,26,0,0,0,0,2012,9,12,Wednesday,0
805,2012-09-13,26,0,0,0,0,2012,9,13,Thursday,0
806,2012-09-14,25,0,0,0,0,2012,9,14,Friday,0
807,2012-09-15,36,0,0,2,1,2012,9,15,Saturday,0
808,2012-09-16,45,0,0,2,2,2012,9,16,Sunday,0
809,2012-09-17,26,0,0,1,0,2012,9,17,Monday,1
810,2012-09-18,34,0,0,1,0,2012,9,18,Tuesday,0
811,2012-09-19,24,0,0,1,0,2012,9,19,Wednesday,0
812,2012-09-20,28,0,0,1,0,2012,9,20,Thursday,0
813,2012-09-21,36,0,0,1,0,2012,9,21,Friday,0
814,2012-09-22,49,0,0,2,1,2012,9,22,Saturday,1
815,2012-09-23,51,0,0,1,1,2012,9,23,Sunday,0
816,2012-09-24,69,0,0,1,0,2012,9,24,Monday,0
817,2012-09-25,32,0,0,1,1,2012,9,25,Tuesday,0
818,2012-09-26,45,0,0,0,0,2012,9,26,Wednesday,0
819,2012-09-27,40,0,0,1,0,2012,9,27,Thursday,0
820,2012-09-28,49,0,0,1,1,2012,9,28,Friday,0
821,2012-09-29,53,0,0,3,2,2012,9,29,Saturday,0
822,2012-09-30,52,0,0,2,2,2012,9,30,Sunday,0
823,2012-10-01,56,0,0,1,1,2012,10,1,Monday,0
824,2012-10-02,33,0,0,1,0,2012,10,2,Tuesday,0
825,2012-10-03,22,0,0,0,0,2012,10,3,Wednesday,0
826,2012-10-04,26,0,0,0,0,2012,10,4,Thursday,0
827,2012-10-05,37,0,0,0,0,2012,10,5,Friday,0
828,2012-10-06,35,0,0,2,1,2012,10,6,Saturday,0
829,2012-10-07,39,0,0,2,2,2012,10,7,Sunday,0
830,2012-10-08,29,0,0,1,0,2012,10,8,Monday,1
831,2012-10-09,25,0,0,0,0,2012,10,9,Tuesday,0
